"GHDx Record ID","GHDx Record Title","GHDx Record URL","Data provider","Data Provider URL","Series","Geography","Data type","Time period covered","Summary","Ongoing Coverage","Suggested citation"
464103,"Algeria Multiple Indicator Cluster Survey 2018-2019","/record/algeria-multiple-indicator-cluster-survey-2018-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Algeria","Survey","12/2018 to 04/2019","Algeria Multiple Indicator Cluster Survey (MICS) 2018-2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. Five questionnaires were used in the MICS Algeria survey: (1) a household questionnaire (2) a questionnaire for all women aged 15-49 (3) children under five living in households, administered to mother and/or caregiver (4) a new individual questionnaire relating to children aged 5-17 years and (5) a drinking water quality analysis.
",NA,"Ministry of Health and Population (Algeria), United Nations Children's Fund (UNICEF). Algeria Multiple Indicator Cluster Survey 2018-2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
464145,"Cuba Multiple Indicator Cluster Survey 2019","/record/cuba-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Cuba","Survey","03/2019 to 08/2019","The Cuba Multiple Cluster Indicator Survey (MICS) 2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and HIV/AIDS. For the 2019 Cuba MICS, 8849 women and 3700 men, ages 15-49 were successfully interviewed from 11,966 households. Additionally, 5254 questionnaires for children under five were completed. A literacy test was also included.
",NA,"Ministry of Public Health (Cuba), National Office of Statistics (Cuba), United Nations Children's Fund (UNICEF). Cuba Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
464540,"Sao Tome and Principe Multiple Indicator Cluster Survey 2019","/record/sao-tome-and-principe-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Sao Tome and Principe","Survey","08/2019 to 10/2019","The Multiple Indicator Survey (MICS) sample for São Tomé and Príncipe was designed to provide estimates for a large number of indicators on the situation of children and women at national, urban and rural areas. Five questionnaires were given during MICS6 data collection: Household Questionnaires, Women (15-49 years), Men (15-49 years), Children under 5, Children 5-17 years, and Water Quality Testing. A total of 3,426 households were interviewed, including 3,115 women and 1,395 men over the age of 17. 
",NA,"National Institute of Statistics (Sao Tome and Principe), United Nations Children's Fund (UNICEF). Sao Tome and Principe Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
464593,"Palestine Multiple Indicator Cluster Survey 2019-2020","/record/palestine-multiple-indicator-cluster-survey-2019-2020","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Palestine","Survey","12/2019 to 01/2020","",NA,"Ministry of Health (Palestine), Palestinian Central Bureau of Statistics, United Nations Children's Fund (UNICEF). Palestine Multiple Indicator Cluster Survey 2019-2020. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
464883,"Bangladesh Integrated Household Survey 2018-2019","/record/bangladesh-integrated-household-survey-2018-2019","Harvard University","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NXKLZJ","Bangladesh Integrated Household Survey","Bangladesh","Survey","11/2018 to 05/2019","",NA,"International Food Policy Research Institute (IFPRI). 2020. Bangladesh Integrated Household Survey (BIHS) 2018-2019. Washington, DC: IFPRI [dataset]. https://doi.org/10.7910/DVN/NXKLZJ. Harvard Dataverse. Version 1.
"
465106,"Guatemala Vital Statistics 2019","/record/guatemala-vital-statistics-2019","National Statistics Institute (Guatemala)","https://www.ine.gob.gt/ine/vitales/","Guatemala Vital Statistics","Guatemala","Vital registration","01/2019 to 12/2019","",NA,"National Statistics Institute (Guatemala). Guatemala Vital Statistics 2019. Guatemala City, Guatemala: National Statistics Institute (Guatemala), 2020.
"
466384,"Central African Republic Multiple Indicator Cluster Survey 2018-2019","/record/central-african-republic-multiple-indicator-cluster-survey-2018-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Central African Republic","Survey","12/2018 to 06/2019","",NA,"Central African Institute of Statistics, Economic and Social Studies (ICASEES) (Central African Republic). Central African Republic Multiple Indicator Cluster Survey 2018-2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
466891,"Chad Multiple Indicator Cluster Survey 2019","/record/chad-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Chad","Survey","05/2019 to 12/2019","The Chad 2019 MICS was conducted as part of Round 6 of the survey series. Topics covered include child health and mortality, nutrition, sanitation, reproductive health, education, crime victimization, female circumcision and HIV/AIDS.
A total of 18,967 households were selected to participate in the survey. Five questionnaires were administered, along with tests of household water. Modules included household, children under age 5, children ages 5-17, women ages 15-49, and men ages 15-49.
",NA,"National Institute for Statistics, Economic and Demographic Studies (INSEED) (Chad), United Nations Children's Fund (UNICEF). Chad Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2021.
"
466997,"Uganda National Panel Survey 2018-2019","/record/uganda-national-panel-survey-2018-2019","World Bank","https://microdata.worldbank.org/index.php/catalog/3795","Living Standards Measurement Study (LSMS), Living Standards Measurement Study - Integrated Surveys on Agriculture (LSMS-ISA), Uganda National Panel Survey (UNPS), Living Standards Measurement Study (LSMS) - World Bank","Uganda","Survey","02/2018 to 02/2019","

The Uganda National Panel Survey (UNPS) is a multi-topic panel household survey. The survey is also considered as part of the Living Standards Measurement Survey (LSMS) series, and more specifically a Living Standards Measurement Survey - Integrated Survey on Agriculture (LSMS-ISA).


",NA,"Uganda Bureau of Statistics. Uganda National Panel Survey 2018-2019. Washington DC, United States of America: World Bank, 2022.
"
467681,"India Demographic and Health Survey 2019-2020","/record/india-demographic-and-health-survey-2019-2020","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-541.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","India, Andaman and Nicobar Islands, Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Dadra and Nagar Haveli, Daman and Diu, Delhi, Goa, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Lakshadweep, Madhya Pradesh, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Rajasthan, Sikkim, Telangana, Tripura, West Bengal","Survey","06/2019 to 04/2021","The India Demographic and Health Survey 2019-2020 is part of phase 7 of the Demographic and Health Survey (DHS) series. Topics commonly covered in DHS include health care access, living conditions, child immunization, education, employment, maternal care, and health literacy. Fieldwork for this survey was conducted in two phases, from June 2019-January 2020, and from January 2020-April 2021. This survey collected information from 636,699 households, 724,115 women, and 101,839 men.
",NA,"ICF International, International Institute for Population Sciences (India), Ministry of Health and Family Welfare (India), United States Agency for International Development (USAID). India Demographic and Health Survey 2019-2020. Fairfax, United States of America: ICF International, 2022.
"
468041,"Brazil Hospital Information System 2018","/record/brazil-hospital-information-system-2018","Ministry of Health (Brazil)","https://datasus.saude.gov.br/transferencia-de-arquivos","Brazil Hospital Information System (SIH)","Brazil","Administrative data","01/2018 to 12/2018","",NA,"Ministry of Health (Brazil). Brazil Hospital Information System 2018. Rio de Janeiro, Brazil: Ministry of Health (Brazil).
"
468042,"Brazil Hospital Information System 2019","/record/brazil-hospital-information-system-2019","Ministry of Health (Brazil)","https://datasus.saude.gov.br/transferencia-de-arquivos","Brazil Hospital Information System (SIH)","Brazil","Administrative data","01/2019 to 12/2019","",NA,"Ministry of Health (Brazil). Brazil Hospital Information System 2019. Rio de Janeiro, Brazil: Ministry of Health (Brazil).
"
